GeneSymbol,GSM1498849,GSM1498850,GSM1498851,GSM1498852,GSM1498853,GSM1498854,GSM1498855,GSM1498856
ENHO,7.335376,7.113074,6.9996815,7.3708487,6.792055,6.768461,6.6521797,6.714593
ENKD1,5.354345,4.8623157,4.5253167,5.3826585,4.098367,3.8505735,3.9676883,4.150687
ENO1,8.78303515,9.77801415,9.38315915,8.5785355,9.6819175,9.70909735,9.02489025,9.173525
ENO2,5.1252074,5.0073614,4.912884,5.167546,5.5302124,5.449179,5.985424,5.9485345
ENO3,5.0017159,4.38356315,4.36378225,4.99138965,3.34885785,3.58006645,3.9293683,4.39891785
ENO4,6.182526,5.83903,5.8569226,6.241855,5.46883,5.4614573,5.2074857,5.081627
ENOPH1,8.292348,8.724488,8.655935,8.244799,9.936687,9.9863615,8.97245,8.86982
ENOSF1,8.555860833,8.4335365,8.426313133,8.542952133,7.771770867,7.736065667,7.683618833,7.682482
ENOX1,5.4804277,8.176657,8.221018,5.7451525,6.763365,6.7192354,9.841704,9.825132
ENPEP,4.56766785,4.983116,5.010079,4.2847166,5.88998465,6.034953,6.74368315,6.792331
ENPP1,4.1366735,4.374819,3.8076024,4.2961373,4.5699143,4.4850125,5.973961,5.818851
ENPP2,7.035681667,6.7062281,6.8636878,7.089499,7.462616667,7.412678667,8.7503829,8.734765333
ENPP3,10.795828,6.8196406,6.6678953,10.832403,6.4987316,6.523225,6.80855,6.939463
ENPP4,6.620048,6.665575,6.764893,6.535558,8.089769,8.141109,6.7856345,6.8569846
ENPP5,2.3671098,2.4042,2.4315624,2.4148831,5.6955233,5.7747307,4.533837,4.612496
ENPP7,7.754617,6.436441,6.446008,7.6888328,5.5550117,5.5891714,6.8798137,6.9549437
ENSA,10.16875514,9.810044963,9.826327525,10.15199238,9.442111275,9.45832485,9.502826725,9.509927913
ENTHD1,6.3958426,6.7338533,6.840437,6.3635545,6.28687,6.267055,6.2663736,6.2847476
ENTPD2,4.6474905,2.4042,3.61223,4.551214,3.7197375,3.4236314,3.727698,3.730415
ENTPD4,6.74945715,6.99400855,6.9875055,6.8407977,7.3707545,7.3505723,6.56162865,6.50788265
ENTPD5,8.400143,6.6740365,6.625466,8.444604,7.2220087,7.159425,5.9227614,6.058242
ENTPD8,5.67752015,4.28710765,3.5270745,5.6531785,3.5728866,3.38097855,4.22122465,3.7520527
ENTR1,5.9560491,5.793178233,5.901931467,6.011062533,5.8110362,5.8310712,6.108131733,6.259439967
ENY2,12.80363175,13.339675,13.33805613,12.81025263,13.5026155,13.48422525,13.57160775,13.551757
EOGT,8.331291,8.379056,8.427684,8.3639555,8.863073,8.865572,8.88846,8.906753
EOMES,4.7893066,5.5527525,5.405476,4.8423624,4.9559207,5.017221,6.9274707,6.990395
EP300,3.040052,4.910198,4.535653,2.4148831,4.3237853,4.4743295,4.012079,3.92193
EP400,7.0905595,6.9208274,6.995196,7.0011196,6.7793255,6.8519044,6.7413845,6.8627496
EPAS1,5.9466848,6.3337355,6.3630581,5.70265245,5.45630165,5.39587,5.66167085,5.59177835
EPB41,5.649790075,5.479960075,5.11248015,5.848360425,5.329655725,5.325059225,4.92700655,4.97118605
EPB41L1,6.1052485,5.2137737,4.884403,6.0228157,4.6735015,4.7106776,4.203134,3.9386613
EPB41L2,2.3671098,2.9388027,3.7225251,3.0781367,4.2615066,4.411113,5.8265657,5.775685
EPB41L3,4.193172,3.7636602,3.71517,3.755224,3.826557,3.6051698,4.9611115,4.5881243
EPB41L4B,7.76109375,7.55692365,7.5117245,7.8033275,7.165191,7.166089,6.288205,6.1991735
EPB41L5,4.7305881,4.410469267,4.623887667,4.780891,4.7639143,4.821678167,3.8288226,4.024114067
EPB42,4.6765577,4.7219219,4.6276755,4.55756715,4.6462525,4.7837815,4.4316306,4.0821835
EPC1,3.5404527,4.5764685,3.9072115,3.3533628,4.6581693,4.620451,4.923321,4.754201
EPC2,7.508405,7.501909,7.3983254,7.5620146,7.841991,7.8704605,8.7846,8.778217
EPCAM,13.088338,12.411367,12.358471,13.048847,12.649338,12.594713,11.881749,11.871404
EPG5,6.7992797,8.0222,7.996384,6.6396513,6.93586,6.9188433,7.6613264,7.574661
EPHA10,6.0730877,5.6691546,5.6433287,5.9858613,5.454394,5.432918,5.9046965,5.987094
EPHA2,6.2215548,7.067111,6.9533124,6.1627984,8.981478,8.936619,7.4200974,7.457931
EPHA3,2.3671098,2.4042,2.4315624,2.4148831,5.8640103,5.926414,3.1950345,2.8069685
EPHA4,7.6222053,7.9448686,7.930417,7.5818777,7.754116,7.7029896,6.637872,6.5304403
EPHA5,10.172796,9.618215,9.610142,10.174961,8.850291,8.860942,9.333131,9.327996
EPHA6,6.127879,6.05353715,5.98921225,5.9330225,5.4540265,5.483216,5.031749,5.0592425
EPHA7,5.3313622,4.8503,4.6365476,5.072479,4.66276,4.6228914,4.410073,4.0549803
EPHA8,7.167399,7.07998755,7.1381345,7.18191015,6.62499315,6.5376422,6.67997145,6.62480545
EPHB2,8.814163833,6.924156967,6.9357613,8.819423767,6.845261933,6.892689167,7.478677333,7.456568633
EPHB3,7.750806,5.5551214,5.5851774,7.8129306,5.902012,5.8202972,5.757397,5.643137
EPHB4,9.753208,8.583091,8.580979,9.750464,8.423689,8.416634,8.2972145,8.32539
EPHB6,6.603051,7.148798,7.189864,6.667371,6.870475,6.9274707,7.260264,7.2214236
EPHX1,7.052548,7.036784,6.9497304,7.067111,6.902244,6.9296684,7.133145,7.1710773
EPHX2,9.021005,7.1318407,7.038697,9.017896,7.275846,7.2344604,7.518124,7.5147133
EPHX3,5.754699,5.974359,6.113337,5.621236,5.6423035,5.699932,5.7392035,5.813281
EPHX4,8.031325,10.086675,10.100794,8.051177,9.866385,9.823059,9.603799,9.617823
EPM2A,4.7055774,4.8412204,4.8499093,4.2053766,4.2821193,4.140676,5.3835893,5.331016
EPM2AIP1,11.603224,10.380877,10.417685,11.560877,10.016138,9.989047,10.4338255,10.431762
EPN1,6.771833475,6.8043874,6.71592975,6.923234425,6.8306906,6.846147725,6.462968725,6.345205425
EPN2,8.73364,8.5736681,8.5530655,8.71159175,8.07077515,8.05283255,8.250720675,8.24756675
EPOP,9.734303,9.6193,9.61339,9.724768,10.250943,10.271797,9.948147,9.946361
EPOR,6.299852,5.7672515,5.812566,6.4259653,4.959273,5.0658917,5.184139,5.4806
EPPK1,5.76016,5.044273,4.5176497,5.816846,4.576129,4.7209487,5.7234974,5.8214197
EPS15,7.0320377,6.8916693,6.951614,6.906672,7.0515575,7.0601892,6.8224,6.8763275
EPS15L1,6.17874635,6.4186919,6.49559615,6.4473307,6.6875295,6.6642914,6.5240262,6.6410773
EPS8,3.718526,4.192854,3.5106235,3.5098073,4.7994137,4.565336,3.9621868,4.0251465
EPS8L1,5.1799846,5.551419,5.5611787,4.9257603,5.1475425,5.2961106,4.6747026,4.6977873
EPSTI1,10.479246,11.9557605,11.9482995,10.5207305,12.0953385,12.0980755,12.737754,12.7414245
EPX,3.03316,3.7232041,3.8977964,3.0931966,3.3779175,3.6297002,2.5754182,2.3443875
EPYC,2.3671098,5.059095,5.667198,2.4148831,2.68453,2.9113045,8.692443,8.766204
EQTN,5.32078745,6.1357322,6.0979822,5.39647525,4.9666967,4.93003735,5.6326201,5.5614428
ERAL1,9.399255,9.134455,9.129792,9.414273,10.117891,10.137311,9.291719,9.3150015
ERAS,8.223823,7.344772,7.255272,8.213765,8.106844,8.062845,8.579965,8.656253
ERBB2,7.3510423,7.438856,7.401207,7.284563,6.745737,6.7028685,7.2082434,7.31598
ERBB3,8.44067065,8.001775,7.945682,8.35843125,7.7325575,7.7715975,7.30600835,7.3393615
ERBB4,4.68182615,5.6677617,5.3277055,5.0848633,4.7858897,4.89915625,4.5620305,4.1356106
ERBIN,5.082943,4.70095,4.628048,4.8450723,5.2919135,5.2021575,3.5504537,3.9775414
ERC1,6.1433127,5.52296075,5.67692945,6.0231285,6.0991992,6.160382,5.06008135,5.6207777
ERC2,4.872018,5.2959223,5.1660724,4.9007063,4.782597,4.8738947,4.7327104,4.697859
ERCC1,9.986614,10.566691,10.53774483,9.9891522,11.010828,11.03176183,10.2364571,10.22129487
ERCC2,5.9117039,6.657817,6.66333065,6.08285975,6.271079,6.337329,5.5954825,5.776124
ERCC3,10.236894,10.046149,10.089836,10.237231,9.288663,9.266846,10.4150915,10.408988
ERCC6,5.158002,4.7328407,4.87999825,5.17193865,5.96983695,5.884344,5.52596265,5.4557585
ERCC6L2,6.505959,6.7326684,6.6271243,6.651843,6.3286023,6.312258,8.328855,8.313964
ERCC8,7.005693,8.032945,8.006576,6.952861,9.248338,9.21301,9.039223,9.074581
EREG,2.3671098,3.5699353,3.302591,2.4148831,6.5470037,6.5415697,3.318323,3.0692482
ERG,5.511312667,6.124126333,6.205140933,5.550609,6.181823433,6.187177333,7.202783767,7.213407667
ERGIC1,5.7308297,6.050386,6.1438723,5.7555857,5.563432,5.6404448,5.6148825,5.537081
ERGIC2,11.277266,11.364161,11.378928,11.316362,12.298607,12.32842,12.101015,12.147458
ERGIC3,13.2838365,13.3896115,13.3738485,13.2822005,13.3530505,13.3461815,13.0883755,13.0732505
ERH,11.280851,11.244623,11.24356,11.29182,11.097987,11.079117,10.7138,10.729077
ERI1,7.85128,9.270507,9.410855,7.872583,9.889252,9.911852,9.222851,9.213345
ERI2,6.1954856,4.9215984,5.0867176,6.1354113,5.985943,5.968859,5.00783,4.8735976
ERI3,6.3128004,7.021763,7.0788436,6.265813,7.977893,7.956185,7.8012586,7.8012586
ERICH1,7.715714333,7.518490867,7.475659833,7.577589767,7.1483878,7.17822,7.5151044,7.240741667
ERICH3,2.8892965,3.7581463,3.4829266,3.6345458,3.126897,3.592007,4.6598806,4.745604
ERICH4,3.9983585,4.2800465,3.6196055,3.7810085,4.1272464,4.2770123,2.9116826,3.189849
ERICH5,9.080451,8.403204,8.439837,9.074046,7.638575,7.6278477,6.134077,6.1149364
ERLIN1,8.826529,8.3647995,8.3557625,8.834645,8.906257,8.895786,8.225328,8.095681
ERLIN2,7.6536846,8.68925,8.753368,7.5995045,8.080848,8.034423,8.258782,8.207614
ERMAP,3.8396268,6.2773895,6.357683,4.0974274,2.96882,3.108731,2.6840234,2.7692287
ERMARD,8.54897,7.8171997,7.781315,8.581934,8.869354,8.88013,8.125932,8.159838
ERMN,3.8117933,5.162842,5.38047005,3.4705786,4.15552855,4.02613555,5.51657175,5.6990545
ERMP1,7.232869,6.8289366,6.867253,7.1497,7.796474,7.837408,7.900127,7.8785377
ERN1,8.8320335,9.03640525,9.0135772,8.783668,9.282045,9.2602205,8.443446,8.5038527
ERN2,6.3109617,5.9672446,6.0246167,6.150048,4.547328,4.55271,3.9431548,3.786525
ERO1A,10.122075,12.896394,12.893165,10.1645775,12.578204,12.586713,11.914714,11.8853445
ERO1B,6.0697436,7.1204267,7.0971823,6.09839,7.502864,7.4880667,7.3318124,7.2982354
ERP27,5.706883,6.722767,6.718132,5.7225895,6.2192636,6.2607155,7.4472013,7.4433775
ERP29,11.2837575,11.1743475,11.1739425,11.2957545,10.840578,10.842097,11.266688,11.2542115
ERP44,12.061205,12.497801,12.574767,12.079102,12.050824,12.049679,12.37136,12.38304
ERRFI1,7.4270783,9.686776,9.658788,7.3577555,9.00243625,8.9665185,10.009896,10.0116455
ERVV-2,6.0302024,5.527372,5.63147,5.679201,6.2738223,6.291046,5.584434,5.7167306
ESAM,6.8495545,7.1952114,7.30624,6.76161,8.552414,8.594795,9.363149,9.426897
ESCO1,9.2326,8.056698,8.083801,9.2326,9.92317,9.899844,9.833046,9.857596
ESCO2,7.180845,7.0788436,7.040476,7.143455,6.94634,6.9096007,5.8671165,5.798861
ESD,12.241408,12.630306,12.675411,12.266459,12.703779,12.763143,13.244796,13.240983
ESF1,10.611459,9.99659,9.977162,10.632698,11.018809,10.9893465,10.821236,10.833116
ESM1,6.00680805,4.88307975,4.8982997,5.90101115,7.00875625,6.99132925,4.8725607,4.895339
ESPN,4.287949,4.7363315,4.3365717,4.02392,4.6684575,4.651425,3.1468053,3.9796777
ESR1,6.0115204,5.651223,5.6021624,5.7795258,5.6569905,5.7439404,4.520926,4.7160344
ESR2,5.2732983,5.556339,5.5346456,5.3918476,5.47013,5.48808,5.864265,5.726578
ESRP1,10.5648815,11.07756925,11.0932425,10.554372,10.76160175,10.75298675,10.47894925,10.46484325
ESRP2,11.263542,11.566907,11.545756,11.226125,11.672299,11.599701,11.184606,11.160805
ESRRA,6.2187963,5.846548,5.8759365,6.2581215,5.9207406,5.7463207,5.704409,5.696092
ESS2,13.443171,13.487107,13.446651,13.4413,13.463585,13.377281,13.374046,13.425351
ESYT1,5.69828665,5.520505,5.51841525,5.7917335,6.73393875,6.7084842,6.72735955,7.05356765
ESYT2,6.157256,8.223245,8.275255,6.216702,8.116903,8.148161,8.118424,8.109899
ESYT3,5.0875874,6.0318537,6.1434536,5.230328,6.5307283,6.413235,5.0342355,4.8803062
ETF1,8.646732,8.676372,8.706796,8.642786,10.855409,10.845336,9.391949,9.397208
ETFA,10.6047285,12.156835,12.172712,10.6095465,12.5594005,12.5687005,11.7425145,11.7451745
ETFBKMT,6.7569313,5.2345724,5.5215344,6.6253524,4.7717648,4.578473,5.741032,5.7319026
ETFDH,6.237137,6.823785,6.685957,6.3790603,7.4077854,7.4070415,7.3178253,7.2458935
ETFRF1,8.37105,8.419413,8.415752,8.378636,8.862092,8.927058,9.483706,9.479402
ETHE1,13.557474,14.860969,14.850964,13.578344,13.624258,13.616911,12.47392,12.467145
ETNK1,8.8549957,10.6009225,10.606843,8.882794,10.781871,10.7609865,9.75132965,9.7540175
ETNPPL,3.592387133,4.087476867,4.2386586,3.5826082,3.9557824,4.147706933,4.279518433,3.792417167
ETS1,7.9245085,7.586791,7.51957825,7.97489515,8.10280485,8.06918125,7.19954865,7.1887023
ETV1,3.3500997,4.96760035,4.706300317,3.52756475,5.48395605,5.421594817,5.40995635,5.4571927
ETV2,7.477233,6.9132,6.875801,7.4560823,6.20192,6.0495753,5.940797,6.1019263
ETV3,4.80868885,5.68473305,5.5095737,5.2033705,6.0190391,6.240933,5.7191361,5.8499815
ETV3L,3.5928056,3.6849332,2.4315624,3.5320215,4.3737273,4.3450646,2.8604019,2.9078093
ETV6,8.533651,9.147351,9.167179,8.567867,8.197687,8.131836,9.345349,9.356498
ETV7,5.565837,6.792286,6.688996,5.5953608,6.5834646,6.630522,6.5388923,6.421175
EVA1A,8.141109,7.5286455,7.450712,8.153875,7.507656,7.449782,7.6442175,7.797658
EVA1C,8.39395,8.504971,8.50637,8.487412,7.5137873,7.5493126,8.747529,8.839287
EVC2,4.8862476,5.33685,5.261355,4.334395,5.718428,5.71228,5.9439535,5.822953
EVI5,5.6693134,5.111998,5.229176,5.6203957,5.312519,5.2614927,4.2745204,4.050867
EVI5L,7.1463494,6.554983,6.722938,7.1686416,6.3002462,6.231814,4.7548285,5.600713
EVL,7.4796505,7.679869,7.682408,7.4281006,7.5036373,7.4635687,7.9664035,7.8810115
EVPL,7.3371534,6.8676915,7.047105,7.3498907,6.7544923,6.6997385,6.54551,6.673002
EVX1,9.911009,10.142329,10.137311,9.925488,10.08166,10.074933,10.231872,10.223422
EWSR1,8.32262072,9.1357462,9.1526873,8.31850814,9.50440674,9.49852112,9.22739382,9.230209
EXD3,8.13287,5.567848,5.2960024,8.045818,4.6541023,4.538857,6.100075,6.1168237
EXO5,9.905679,9.595777,9.588245,9.901085,9.713926,9.711185,9.938481,9.987776
EXOC1,8.39331835,8.0862955,8.1225755,8.3858444,9.46876,9.49702875,8.70603065,8.673776
EXOC2,2.3671098,3.8632097,4.053608,3.3002925,5.5644927,5.5451746,5.100143,4.783615
EXOC3,8.675872,8.801826,8.78601,8.70785,8.489022,8.471661,8.418174,8.390951
EXOC3L1,3.2025378,4.3237853,3.9315517,2.4148831,3.248503,3.7033277,4.353585,4.171711
EXOC3L4,3.8540988,4.6582656,4.7903066,2.8993783,4.346304,4.4950767,4.09873,4.1663036
EXOC4,7.38699685,6.95731885,7.11703485,7.52022435,6.932653,6.88286445,7.353509,7.3733635
EXOC5,4.302511,4.780719,5.0062084,5.092202,6.820996,6.8723407,6.0551577,5.9064827
EXOC6,5.37610575,6.2113995,5.94405565,5.5057963,6.653901,6.81439285,6.94934635,6.99728
EXOC6B,2.3671098,4.0083055,3.8402355,2.4148831,6.7811627,6.726713,4.6223316,4.800063
EXOC7,6.361486425,6.582770175,6.49899575,6.370389725,7.1430284,7.163328425,6.661217075,6.5789709
EXOC8,13.08601,12.443911,12.424885,13.140373,12.169629,12.155787,12.334392,12.383752
EXOG,6.2264148,5.686314,5.6988857,6.1905651,6.3973367,6.39174335,6.8383615,6.870265
EXOSC1,11.686297,11.627925,11.628545,11.67162,11.738886,11.71632,11.758894,11.777613
EXOSC10,10.538204,11.466103,11.443233,10.539747,10.601681,10.604642,11.374594,11.375373
EXOSC2,11.177996,11.443233,11.438659,11.200895,10.775047,10.758636,10.445249,10.48201
EXOSC4,13.384577,12.60685,12.60685,13.393642,12.263741,12.289051,12.1600275,12.1600275
EXOSC6,7.062103,6.193433,6.0405164,7.038249,6.192009,6.055708,6.388806,6.2340074
EXOSC7,9.19207875,9.9231165,9.895608,9.165765,9.492566,9.4527485,9.4067995,9.4424915
EXOSC8,11.592582,12.057383,12.059945,11.594381,11.685295,11.723845,11.920696,11.920696
EXT1,10.25984385,10.36472275,10.35787,10.2983272,11.106014,11.133813,10.76341265,10.76968575
EXT2,6.141187733,5.832186167,5.933040733,6.089738967,6.2904792,6.165039,5.711674533,5.9016718
EXTL1,5.8655252,6.007166,5.900178,5.819408,5.769583,5.6444216,5.628209,5.6992006
EXTL2,5.0565476,5.3095493,5.363747,4.863679,6.9545097,6.8497696,7.075426,7.067772
EYA1,4.0674214,2.9509459,2.4315624,3.7021234,3.1258078,2.7725437,3.9957578,3.5722437
EYA2,8.2767305,5.4158078,5.4250577,8.2244744,6.37098675,6.3619659,6.69277385,6.68338655
EYA3,4.09149715,5.0361032,5.11562265,4.1382787,5.4266119,5.5029492,5.2228627,5.08791165
EYA4,4.5363493,4.0563235,3.2641206,3.8442774,4.1625876,4.1301036,3.9356837,3.3338985
EZH1,7.160293,6.306811,6.426608,7.0362396,6.058242,6.019521,5.5455523,5.181425
EZH2,5.58641835,6.6155837,6.5630493,6.56851175,6.06489375,6.03037375,6.442729,6.39621265
EZR,9.0527435,9.85377475,9.8383895,9.05342585,10.3140095,10.323481,8.9308274,8.827314
F10,5.6684246,5.101199,5.2578726,5.7135143,6.0047674,5.881052,7.2317257,7.10989
F11,3.9581378,3.0297627,3.710929,3.90954,5.4969482,5.528156,3.979984,3.9236462
F13A1,4.7813663,8.402829,8.372714,4.7361393,8.455816,8.442242,10.481378,10.447344
F13B,4.58057,2.4042,3.4750113,4.595647,2.3707628,2.322106,3.7749698,3.2023137
F2,6.3053207,5.919495,6.0269313,6.357141,5.4458447,5.4562845,5.1471877,5.233347
F2R,8.918868,8.251523,8.223823,9.000066,8.033373,8.020108,8.011519,8.022012
F2RL1,7.5935903,9.6057,9.625618,7.6026425,10.623534,10.614689,7.986161,7.9314194
F2RL3,10.774566,10.508004,10.498582,10.781241,9.808817,9.783584,10.240609,10.205035
F3,7.7005315,8.949108,8.9124257,7.80341665,9.7408745,9.719198,8.6041832,8.6281793
F5,7.9958467,5.387385,5.547616,8.0217905,4.5948915,4.5349607,3.670722,3.6541312
F7,6.102316,6.1209205,5.9147432,5.9127524,5.5100543,5.322438,6.0525855,6.0221683
F8,4.95810275,4.5744731,4.79524755,4.97741035,4.6796344,4.76860615,5.7239115,5.81773315
FA2H,8.816563,9.26605,9.262236,8.879748,10.796548,10.818987,8.942726,8.992845
FAAH,8.96991,9.0246935,8.960537,8.9692,8.182118,8.130632,7.964939,7.9448686
FAAH2,7.688427,9.023572,9.025748,7.6155257,8.513666,8.478728,7.8039775,7.7502737
FAAP100,4.50326085,3.6716739,3.8827991,4.2435505,3.83752955,3.69235025,3.6242844,3.16451145
FAAP20,6.974855025,6.828730175,6.65033505,6.947674625,6.235401275,6.29953895,6.943810775,6.88101385
FAAP24,8.071009,7.877054,7.877754,8.048415,8.260767,8.204207,8.158647,8.192004
FABP1,5.8025217,9.779218,9.7853155,5.6189375,12.107145,12.133301,4.852607,4.755796
FABP2,3.8344364,7.509808,7.5995045,3.988452,4.5486007,4.359135,5.762077,6.1575513
FABP3,7.4703774,7.200098,7.0808883,7.4929194,7.0183997,7.0267367,7.075139,7.077361
FABP6,5.9670553,8.324576,8.299956,5.8513436,10.817269,10.786698,4.9068103,4.8580165
FABP7,5.479851,8.412875,8.495999,5.387049,5.9279733,6.0844827,5.617146,5.7263308
FADD,8.439837,8.88013,8.834049,8.492416,9.592979,9.587672,9.18459,9.155519
FADS3,4.48112,4.4855413,4.1483073,4.2400565,5.1306314,5.148314,3.9610114,3.5013397
FADS6,3.769082,4.0772104,3.6152978,3.49302,3.5898576,3.79754,2.3977017,2.3443875
FAF1,5.2959223,5.674692,5.6195145,5.3353753,6.323835,6.1959014,5.5009766,5.58928
FAF2,6.9894123,7.696399,7.7303452,6.985287,9.249298,9.223512,7.81763,7.7718096
FAH,6.2547975,6.795092,6.8851595,6.245177,6.8829904,6.873049,6.884711,6.9070277
FAHD1,8.27943035,8.30500465,8.26862425,8.1181475,7.9897414,8.027423,8.18744415,8.199727
FAHD2A,7.8667436,7.36213,7.3576846,7.743627,7.5648665,7.6009936,7.9888697,8.013005
FAHD2B,7.583101,7.3659143,7.3242807,7.625956,7.6874933,7.679229,8.014398,7.9468465
FAIM,8.01260425,7.9311595,7.91855865,8.08330025,8.215608,8.2154455,8.40293615,8.3248515
FAM102A,5.532173,5.1626863,5.1349072,5.2984924,6.3570533,6.2931566,5.5462985,5.513609
FAM102B,3.8319292,5.045078,4.946824,2.4148831,6.124966,5.953435,5.480302,5.245706
FAM104A,7.5759987,7.98193265,7.90368615,7.61451,8.514044,8.5351255,7.3595892,7.297481
FAM104B,8.87978175,9.272367167,9.241012933,8.888342117,8.688333,8.662279083,9.18525915,9.220007333
FAM107B,4.409494,4.2698345,4.4827933,4.7539654,3.8526416,3.5812378,5.109154,5.1172347
FAM110A,6.96513215,6.23617075,6.30273685,6.9681964,5.78534605,5.73034235,6.10032835,6.05111725
FAM110B,12.363897,8.890802,8.852054,12.361404,8.779915,8.813608,10.328522,10.318006
FAM110C,4.20716,3.4055276,4.101795,3.3866003,4.1963177,4.123052,4.1204925,3.9611552
FAM110D,10.657672,10.876026,10.915686,10.64733,10.602201,10.622796,10.086889,10.040132
FAM111A,6.4424,6.83136,7.0320377,6.47099,6.8687367,6.8062735,6.560071,6.536804
FAM111B,6.096507,6.3308455,6.3403175,6.1812734,5.5298738,5.49186165,5.62014295,5.5485707
FAM114A1,7.110392,7.9693513,7.9019647,7.069169,8.5891285,8.60369,7.2074423,7.2217298
FAM114A2,3.3614807,4.7605033,4.6940575,3.465423,6.4869137,6.4183326,6.722139,6.7559085
FAM117A,7.784458,7.2321186,7.2409296,7.758662,6.162346,6.2045817,7.1225796,7.0711703
FAM117B,7.565233,6.6651864,6.745878,7.5725384,7.3523664,7.36481,5.9768295,5.891278
FAM118B,6.4097443,7.610865,7.5008206,6.1670284,7.361078,7.394814,7.65798,7.652792
FAM120A,6.99199885,6.4059769,6.20946145,6.99851825,6.8747337,6.8151586,7.039703,7.04242565
FAM120AOS,7.6352906,6.70945,6.651085,7.6442175,7.1945596,7.213896,7.255272,7.1795
FAM120B,2.764304,2.4042,2.4315624,3.3448744,4.1134696,4.374981,4.949908,4.9528537
FAM120C,6.6685915,4.0565743,4.4258056,6.7530346,4.89188,4.771893,3.8775837,3.4622827
FAM122B,9.31240755,9.1123265,9.120682,9.280464625,9.98159025,9.9880045,9.3159865,9.32809
FAM122C,7.142012433,5.782795133,5.7489277,7.093356167,5.776548833,5.928957333,6.5626909,6.503371333
FAM124A,5.5888157,5.2011447,4.8695693,5.674981,5.596028,5.673639,4.623258,4.699331
FAM124B,4.1132696,4.2681911,4.6930524,4.09099125,4.42316,4.37019935,6.3449245,6.2876063
FAM126A,2.9726206,4.4315643,4.34864545,3.06261755,5.314036,5.2701188,5.60581695,5.33453595
FAM131A,5.1770675,5.05339385,5.135005,5.305861,4.74686925,4.7658181,5.00284875,4.925647
FAM131B,5.29855215,4.81535555,4.7718458,5.1244881,4.5951197,4.51244575,4.33001085,4.1096263
FAM131C,2.3671098,3.7285888,3.5421343,3.3930988,3.810315,3.8754404,3.7271433,3.3628314
FAM133A,7.8916836,5.714817,5.722251,7.879275,4.411694,4.291538,5.568328,5.728205
FAM133B,11.2880325,11.04152625,11.022203,11.294518,11.0537075,11.063135,10.5936895,10.552356
FAM135A,6.417217533,6.2499819,6.3046753,6.4020243,8.039131,8.0358332,5.5485765,5.4326674
FAM13A,5.61464215,4.2317085,4.2028217,5.5195589,5.4515117,5.424621,4.3515152,4.35958925
FAM13B,4.079359433,5.237527333,5.219298567,4.4348,5.795696133,5.7341469,4.926666533,4.9386828
FAM13C,5.100423567,5.562740333,5.791723067,5.022375867,6.425891667,6.423371133,8.6696844,8.642745967
FAM149A,7.7823086,8.490426,8.508159,7.8715944,8.809637,8.774714,8.278329,8.224131
FAM153A,7.1839714,7.601222,7.6538696,7.2327976,6.8528595,6.858578,7.5447116,7.524415
FAM155A,4.8062987,6.7240863,6.771837,4.526844,7.3256354,7.3182464,7.993704,7.960209
FAM155B,4.71943,3.3484564,3.875893,4.693966,2.5042033,2.7211132,3.0056007,2.6948442
FAM156A,5.67711,5.542526,5.6794567,5.665696,5.094427,5.2047586,5.2686863,5.477264
FAM160A1,6.96064375,6.62746465,6.60767185,6.914379,7.74374335,7.743971,6.5895902,6.4906808
FAM160A2,4.9093132,4.3765002,4.46900735,4.7756955,4.50295435,4.277387,4.6622083,4.5483172
FAM160B1,5.1953545,5.7582075,5.7531819,5.3079235,6.20024075,6.21982085,5.76329565,5.8591422
FAM160B2,6.585747,5.830943,5.888818,6.6373096,5.997811,6.000145,5.8793173,5.9552455
FAM161A,8.7677355,7.313562,7.2761133,8.7470635,7.7297415,7.75875065,7.3149405,7.2401635
FAM161B,3.781638,4.143561,4.1157703,4.1391706,4.0621753,4.237157,3.3734784,3.250788
FAM162A,13.919991,13.798997,13.799881,13.92824,13.467992,13.469209,13.712346,13.697122
FAM162B,4.5371785,5.40033,5.2679043,4.414937,8.257148,8.205905,7.879485,7.847149
FAM163A,2.3671098,2.4042,2.4315624,2.4148831,3.6897504,3.7158697,2.781647,2.3443875
FAM163B,4.933315,5.363817,5.604207,5.1058087,5.460719,5.600139,5.1486454,5.1576805
FAM166A,6.823008,7.0858903,7.0951858,6.8461547,6.993483,7.0047693,7.3034716,7.36481
FAM166C,7.925423,7.2536654,7.267706,8.001804,6.1207857,6.145529,7.610664,7.703985
FAM167B,6.6594167,6.864387,6.965506,6.6277075,6.2595625,6.223347,7.0478263,7.0637097
FAM168B,4.849019,5.003856,5.122057,5.058937,5.5983725,5.6233826,4.770904,4.719975
FAM169A,5.155384,5.411807,5.455403,5.3073883,5.9903855,5.936411,5.220587,5.2080355
FAM171A1,4.794643,4.7477975,4.9457417,4.8564405,5.0106616,4.960516,3.4278352,3.4901676
FAM171A2,4.683567,4.822658,4.9031262,4.6195636,5.1970687,5.044144,5.1339035,5.0981174
FAM171B,2.6764913,3.3375578,3.5721385,3.363862,4.5782585,4.5037394,3.6692622,3.403917
FAM172A,4.644807333,5.971573467,5.9351088,4.962951833,6.870836733,6.912478933,5.438867733,5.3640984
FAM174A,11.070752,11.613457,11.619392,11.044744,11.870015,11.875711,12.19302,12.176159
FAM174B,6.19301295,6.12218565,6.1425695,6.16703515,6.09666,6.15202615,5.79599775,5.78566145
