GeneSymbol,GSM1498849,GSM1498850,GSM1498851,GSM1498852,GSM1498853,GSM1498854,GSM1498855,GSM1498856
A1CF,6.1684452,7.132283,7.13270805,6.28398185,5.752754,5.7629416,5.05056905,4.8770805
A2M,12.81166,15.112969,15.112969,12.805885,14.418367,14.404677,17.127666,17.127666
A4GNT,9.4586315,3.6166062,2.4315624,9.377925,3.3580818,3.5282896,2.4474263,2.549974
AAAS,11.0015825,10.656238,10.6725375,11.004115,11.003957,10.9971725,10.714908,10.7211695
AACS,4.32431,3.3532538,2.4315624,4.088551,5.061152,4.995973,3.783496,3.51529
AADACL2,4.8347383,5.48954,5.6124406,5.112564,5.7694774,5.825394,5.398469,5.3865075
AADACL3,6.6009016,6.3183637,6.2135177,6.7216496,6.4442596,6.404779,5.828891,5.8572707
AADACL4,4.784764,4.8450723,5.1005526,4.7152286,5.0940866,5.0632596,4.383973,4.0102615
AADAT,5.9045167,5.73226,5.727701,5.910343,7.0451665,7.0917225,6.501225,6.4273744
AAMDC,11.546373,10.882246,10.879876,11.544373,10.23568,10.232692,10.558926,10.543712
AAMP,5.5416727,5.460389,5.4580445,5.4444933,6.3668566,6.4150405,5.0767384,4.8489003
AANAT,6.2573605,5.60090365,5.49886415,6.28307315,5.8295575,5.7711301,5.162328,5.1831622
AAR2,8.684059,8.543456,8.54388,8.655136,8.702944,8.690897,8.7175455,8.691557
AARD,6.639014,5.705304,5.6100354,6.758675,6.0163975,5.97083,6.619427,6.386851
AASDH,11.1813345,10.205757,10.1909275,11.217058,9.846775,9.845399,10.538768,10.549625
AASDHPPT,6.903096,7.69033,7.71014,7.0428615,8.387656,8.319238,7.919245,7.8644195
AATF,7.8775797,7.906084,7.977893,7.9413166,10.147873,10.100794,8.532532,8.564622
AATK,6.6266627,6.925358,6.808126,6.739883,6.9659076,6.992974,7.4617143,7.450712
ABAT,7.429059,7.180361,7.2201552,7.3678045,6.479077,6.532621,6.2228885,6.3299723
ABCA1,5.75405,6.5959926,6.50331,6.0311537,5.0741343,4.8928976,7.225329,7.2875
ABCA13,4.541266,4.804491,4.6460314,4.8597574,4.3099256,4.416414,2.8044229,3.365629
ABCA2,5.331272,5.802345,5.875642,5.3711476,4.4172325,4.983336,5.363747,5.1324534
ABCA5,7.9917307,7.076427,7.2592797,8.026168,8.044322,8.021377,6.5201783,6.4338627
ABCA6,5.944212,7.450397,7.43479,5.884112,7.79743,7.7377567,8.498306,8.497809
ABCA8,3.0708623,3.6500397,3.521193,2.4148831,5.0438213,5.2123747,5.0434465,5.0950146
ABCB1,3.0221715,4.2262096,4.863375,4.241551,5.3325887,5.2363067,4.8785944,4.703656
ABCB10,5.064612,3.6879094,3.60748,5.1867476,5.248184,5.1039104,5.051347,4.92313
ABCB11,7.7662807,6.740447,6.6882977,7.7163296,6.4361196,6.406885,7.099818,7.1095977
ABCB4,4.135019267,6.3122351,6.190737567,4.153306933,3.851958633,3.738375333,6.536858433,6.517726567
ABCB5,4.612186033,5.5224367,5.536556867,4.820396867,4.7974409,4.777303533,5.2180968,5.1856683
ABCB7,6.8606806,7.175749,7.2074423,6.7589993,8.56845,8.544539,8.295564,8.272352
ABCB8,10.598415,10.076579,10.10263,10.576272,11.076794,11.111316,10.244966,10.231451
ABCB9,3.5262308,2.4042,2.4315624,3.099557,4.441602,4.0604453,3.8781948,4.0362034
ABCC1,5.13139754,4.41694638,4.42198536,5.00734422,4.60991102,4.66314658,4.46972972,4.58371498
ABCC10,4.3960876,4.153973,4.326179,3.8956602,4.907845,4.798491,4.4846435,4.410758
ABCC11,6.1498623,4.2284923,4.738104,6.27833,3.4186926,3.816339,5.0226827,4.898244
ABCC12,9.083781,7.982059,7.975811,9.058985,6.633555,6.7036448,8.103937,8.142189
ABCC2,5.2679043,5.0979958,5.288778,4.961442,5.823308,5.7220883,5.5933332,8.255689
ABCC3,11.625156,11.210581,11.2026905,11.5999385,11.0610045,11.077795,10.1661305,10.179223
ABCC4,5.5073372,5.956903,6.019925,5.42797035,7.8277123,7.771732,7.85136385,7.842636
ABCC5,5.6880665,5.6718407,5.5493803,5.790275,7.49193,7.557473,6.528906,6.4772043
ABCC6,5.2031465,5.0759783,5.061152,4.9209275,5.2313128,5.1902966,4.1076756,4.235405
ABCC8,3.957913,4.845871,4.4771967,4.239922,4.3971286,4.357583,4.2524557,3.9430106
ABCC9,4.60234425,6.6574435,6.6161785,4.7241805,6.4627435,6.6322105,7.99300635,7.85386765
ABCD1,4.564775,3.826982,3.694898,4.332541,4.675419,4.6879683,4.773683,4.6239486
ABCD3,6.86670135,7.659884,7.6757745,6.8218175,8.5589925,8.54215075,8.0383555,8.0191195
ABCD4,7.9535745,8.2091775,8.1340067,7.96428975,8.320621,8.3206485,8.7007791,8.70566175
ABCE1,6.741288,6.7704687,6.743052,6.8263483,9.710579,9.703848,8.253209,8.258552
ABCF1,8.2259939,7.080746,6.9212,8.2785245,7.6072747,7.64849035,7.47263265,7.45333765
ABCF3,6.2258034,6.105129,5.979282,6.0954423,7.0085616,6.884841,6.3450394,6.3958426
ABCG1,4.6581946,5.4014472,5.3588408,4.93596656,6.02394608,5.99877224,4.40381608,4.2427525
ABCG2,5.1564245,4.6343803,4.930568,5.044144,5.665809,5.7260847,6.6240277,6.6516104
ABCG4,5.880111,6.142435,6.0477314,5.842496,6.6715784,6.628477,5.7654843,5.7023153
ABCG5,4.1901026,4.687434,4.042879,3.8843617,4.7387404,4.827767,4.881811,4.605888
ABCG8,4.43731,4.8945856,4.883164,4.597114,4.789745,4.465655,3.632306,3.6083982
ABHD1,4.531088,3.9405835,4.5948915,4.7553015,3.0824008,3.091809,3.752043,4.1204925
ABHD10,8.309538,7.9478292,7.880395,8.290705,8.37105,8.387205,8.395254,8.39395
ABHD11,6.937822117,8.5618527,8.541732533,6.901014617,8.317797583,8.32723615,7.3000679,7.343395067
ABHD12,11.637776,10.561723,10.54885,11.6512575,10.704954,10.682554,10.092868,10.099569
ABHD13,8.327612,8.970881,8.948627,8.303738,9.630841,9.683222,9.257492,9.293731
ABHD17A,6.72999385,6.3459013,6.4581515,6.73998145,6.38555645,6.358289,6.05018405,6.0148704
ABHD17B,7.69437915,8.185953,8.1727245,7.7093407,8.38457155,8.3761623,8.29999075,8.303057
ABHD17C,9.357967,10.8269005,10.758636,9.314624,11.101212,11.097332,9.478047,9.426607
ABHD18,9.504202,9.175716,9.191222,9.524878,9.320792,9.255199,9.204612,9.212868
ABHD2,9.130237,10.345886,10.353251,9.097576,11.914004,11.90825,8.540226,8.549412
ABHD3,11.493346,10.862997,10.867808,11.578161,11.730282,11.714411,11.330793,11.324736
ABHD4,5.9982023,6.6825204,6.6796255,6.0839095,7.6002307,7.5475135,7.2123384,7.2272396
ABHD5,10.038149,10.986343,10.98324,10.0412655,10.824096,10.725597,10.798201,10.748688
ABHD6,7.9035482,7.6536846,7.675582,7.9518614,7.885124,7.899469,7.469654,7.478292
ABI1,7.734642556,7.023857389,6.999069589,7.723511733,7.621196889,7.614010678,6.465163311,6.435610333
ABI3,2.8001566,3.8128753,3.2303648,3.4555557,4.0192647,4.3409057,3.6083982,4.0382657
ABI3BP,7.5885377,7.236392,7.2176065,7.7036424,7.460316,7.523787,7.6290402,7.747789
ABITRAM,5.6480007,5.9146085,5.8711243,5.827459,5.444809,5.320151,5.76137,5.844641
ABL1,7.7964911,7.966768667,7.958289833,7.880138833,7.344611333,7.3386314,7.809661433,7.769043
ABL2,6.403928033,6.867982944,6.798325678,6.418149078,7.407484744,7.435434789,7.0858007,7.104430867
ABLIM1,7.186137267,7.9278772,7.788054,7.093969133,7.979855,8.0186155,7.8320019,7.863852567
ABLIM2,6.111380671,6.3480866,6.160308229,6.0621195,6.661527943,6.631761886,5.498042129,5.477541586
ABO,7.52673135,7.9325227,7.935882,7.466644,7.1426205,7.116517,7.3923923,7.37770235
ABR,5.899218667,6.357852467,6.505154433,5.789259433,6.4790447,6.535256567,5.696800833,5.6789662
ABRA,3.401202,3.3876798,3.1551445,4.052549,2.9546323,3.1514704,4.1311316,4.078524
ABRACL,13.654042,13.766884,13.764038,13.6880665,12.856473,12.869751,13.869486,13.855769
ABRAXAS1,10.255375,9.171564,9.135318,10.223653,8.621368,8.633591,8.21906,8.257148
ABRAXAS2,6.9474144,6.584792,6.604708,7.089529,7.0933766,7.2779884,6.9401655,7.0183997
ABT1,10.522713,10.320543,10.333315,10.489922,10.313424,10.285538,10.472116,10.467389
ABTB1,13.741009,12.271473,12.263741,13.720417,10.254024,10.223422,10.557321,10.522713
ABTB2,3.7652435,4.0770664,4.1081724,4.388038,5.605461,5.3498306,5.6522484,5.8107634
AC007906.2,6.946545,5.729411067,5.853785167,6.9433631,6.1925576,6.0664357,6.052071533,5.974992233
AC008758.5,8.481076,6.8005075,6.785432,8.50772,6.905416,6.8416243,7.195357,7.1956773
AC010325.1,2.5961084,2.7481019,2.9413342,3.3839159,2.4551877,2.44526025,4.0134987,3.8483268
AC011005.1,10.528289,9.69843,9.647984,10.518726,9.16045,9.153926,9.644327,9.651411
AC012213.5,3.63148685,3.80126795,3.38196205,4.07190385,3.34023325,3.407569,3.79627035,3.76808095
AC013717.1,7.265647,7.078653,7.2226534,7.2763214,7.1972604,7.244518,6.1188784,6.186143
AC068533.4,10.583589,9.406089,9.394176,10.618167,9.668274,9.658687,9.399883,9.454803
AC073585.1,7.7563934,6.5700493,6.6065793,7.804909,6.8062735,6.8934064,7.5164657,7.5474024
AC092835.1,4.2347174,4.943382,4.924626,4.2880945,4.1049323,3.940743,5.724528,5.7578216
AC093323.1,8.387789,8.338115,8.405394,8.380458,8.800467,8.80443,8.626859,8.617546
AC093423.3,6.939944,6.33522,6.4779897,6.7013674,6.206603,6.2380257,6.5627007,6.4210253
AC096887.1,5.42900275,4.8165778,4.5589643,5.5257515,4.52135565,4.38212635,5.17350025,5.14341365
AC099489.1,5.2674303,5.458669,5.0838933,4.9351764,4.9611115,5.0597453,5.6475773,5.4768214
AC112229.3,3.4454894,5.1637506,4.839337,3.267919,5.322143,5.3676615,7.4292717,7.436804
AC112504.2,6.2349877,6.409252,6.4307923,6.3656907,6.3512506,6.2448144,6.470072,6.44564
AC118549.1,5.582961,6.1283145,6.096716,5.467531,6.7843423,6.8005075,6.5694284,6.6807404
AC136428.1,8.596056,9.071296,9.015347,8.589851,10.838313,10.838906,9.527584,9.470682
AC144573.1,4.5231757,4.0986443,4.61628,4.878766,4.50785,4.486158,4.1284776,4.1250415
AC233723.1,9.90842,9.324603,9.378549,9.875275,9.324418,9.30734,9.76276,9.750303
ACAA1,9.8875485,10.8223535,10.815293,9.878912,9.9154805,9.9164075,10.201832,10.1912895
ACAA2,12.574767,14.585886,14.60105,12.562232,13.39776,13.393642,13.728312,13.672158
ACACA,3.3649557,3.4887362,2.4315624,3.1223865,4.2639623,4.252969,3.4773474,3.667179
ACACB,5.0224004,2.4042,3.0350456,4.8425055,3.17272,3.248503,3.4829266,2.9775238
ACAD10,5.2422915,4.317418,4.6018815,5.0577707,4.525984,4.815466,4.1060715,4.036359
ACAD8,10.440094,9.936316,9.948147,10.4201145,9.72665,9.749514,10.1254015,10.138052
ACAD9,5.8281548,5.3475496,5.2610608,5.54930805,6.9024975,6.8170504,6.17381265,6.2865883
ACADM,6.2502938,7.22331165,7.2262235,6.20470875,8.14109365,8.209299,8.5061945,8.456322
ACADS,6.1672893,5.151432,4.970998,6.146446,5.3065543,5.239484,5.3519506,5.39986
ACADSB,3.6885262,2.9680848,3.3894181,4.1796427,5.0977287,5.1491227,4.072189,3.831479
ACADVL,7.969843,7.62667815,7.6158455,7.9602975,7.8219637,7.83961135,7.64982515,7.64375175
ACAN,5.4311006,6.9002025,6.8436935,5.5902953,4.5225403,4.5882788,7.690358,7.7431627
ACAP1,9.009764,9.544775,9.547082,8.912954,8.732253,8.758703,10.934346,10.90836
ACAP2,6.5019417,7.733748,7.765609,6.4432974,7.4529343,7.419521,7.32685,7.2996283
ACAP3,5.8221087,5.5934453,5.054445,5.8180404,5.396726,5.59069,5.152275,4.904133
ACBD4,5.894554933,5.669994,5.8679018,5.908593333,6.179456867,6.1362148,5.3539247,5.498903333
ACBD5,8.5982495,8.71170715,8.6471865,8.48500165,8.2831003,8.28467625,8.09754825,8.1010312
ACBD6,10.442718,10.654408,10.666956,10.464272,9.739732,9.746282,10.587708,10.615311
ACCS,8.734894,8.435067,8.4627,8.792954,8.783623,8.768106,7.162455,7.185295
ACCSL,3.9954164,3.9576004,3.808522,3.9581378,3.3691106,3.2308002,2.4675872,3.0795882
ACD,9.08436565,8.66098935,8.80030325,9.1479845,8.5777715,8.6188488,9.0140787,8.99637165
ACE,8.178831,8.238947,8.254975,8.218482,8.058474,8.008052,8.244588,8.223502
ACER1,6.771837,7.0008135,6.8053966,6.7799244,7.218825,7.1884136,6.2073216,6.3368864
ACER2,6.002029,5.9662285,5.8202972,6.142435,5.6083794,5.581363,6.417287,6.40593
ACER3,6.825356,8.398961,8.383003,6.8119864,9.087497,9.131715,8.126367,8.098367
ACHE,7.1593733,8.6751185,8.69966525,7.09900275,6.5680135,6.6254332,7.7493178,7.7045363
ACIN1,4.98001675,4.5031972,4.363754,4.91106465,4.96365,4.927773,4.8978748,5.13834235
ACKR3,8.36287365,9.047744,8.9758835,8.35208275,8.9683468,8.971944,10.798011,10.792324
ACLY,9.042749,8.64732815,8.66036425,9.0116748,8.5102343,8.5023622,8.0142432,8.02061635
ACO1,9.673307,10.431488,10.477134,9.678303,9.455512,9.442234,10.4635315,10.4873085
ACO2,7.6024337,8.420923,8.43096,7.5742373,9.38141,9.342336,8.974845,9.003107
ACOT11,8.64140965,8.6395459,8.67359775,8.6449882,8.5106225,8.48604335,8.305782,8.2901437
ACOT13,11.5476735,11.46234325,11.4629625,11.53058125,10.4848235,10.47229,11.713148,11.705493
ACOT7,10.753476,10.379734,10.34159547,10.70114533,10.57582987,10.5473566,9.763423,9.737176067
ACOT8,9.342027,8.427049,8.409485,9.353493,8.702298,8.676161,8.278098,8.214744
ACOT9,7.7008413,9.4818045,9.5007965,7.7290875,9.41912875,9.41363,9.5015015,9.4747215
ACOX1,6.560550433,7.0303598,7.046714,6.616116233,8.594671,8.557171,6.381196467,6.421657067
ACOX2,4.650117,5.7072997,5.7888136,4.843957,5.1369696,5.0526724,7.457931,7.5136094
ACOX3,8.19621325,7.994646,7.9679415,8.19741075,6.17921775,6.1920245,7.6733205,7.57837215
ACP1,10.808024,10.97243033,10.95156467,10.817795,11.51418233,11.54012833,11.0362145,11.043851
ACP2,6.23993935,6.245607,6.1528298,6.08343835,6.4082968,6.3374055,6.50724725,6.527442
ACP6,10.579388,11.72985,11.708898,10.5667305,9.629945,9.5801735,9.823059,9.812815
ACP7,6.5573845,6.9889708,6.9258122,6.529216,6.3849545,6.4119205,6.651843,6.7959247
ACR,5.3082666,4.8547654,4.8010154,5.1777215,4.7380123,4.9090366,4.641299,4.727531
ACRBP,7.1664805,6.8126516,6.712086,7.2002077,6.5446033,6.6403975,6.5934095,6.437259
ACRV1,4.52100205,4.51921885,4.56583145,4.69906615,3.77149165,3.95041585,4.6186325,4.4819331
ACSBG1,4.2476425,4.8635225,4.614687,4.7475595,3.6253483,3.5404527,4.5503654,4.6252565
ACSF2,5.632064,5.481897,5.651818,5.4410844,7.5519714,7.556296,5.9564333,6.1281714
ACSF3,8.097044333,7.6038171,7.632246,8.087844,7.565456333,7.577923833,7.279495133,7.3491923
ACSL1,4.773813,4.628766,4.5474777,4.664815,7.3291597,7.275846,5.3629026,5.3733683
ACSL3,6.6960855,6.247318,6.301257,6.6845036,9.474384,9.495016,7.6491756,7.6005254
ACSL4,6.233907,6.9167223,6.99714725,6.36331155,8.1363532,8.080215,7.9132895,7.8873723
ACSL5,8.19164715,8.69184365,8.68437665,8.22835,8.8010625,8.8473665,8.07794685,8.0636285
ACSM2A,5.35262,5.1296706,4.70917,5.3730187,4.623258,4.800578,5.2688627,5.211853
ACSM2B,2.3671098,2.4042,3.2797647,2.4148831,3.6645916,3.3637445,6.203889,6.1188784
ACSM4,6.572799,4.714689,4.5159545,6.63525,4.641299,4.612596,4.605173,3.8959093
ACSM6,6.64055755,5.9195836,5.8155308,6.654242,6.138033,6.1536846,5.7211391,5.7097044
ACSS1,6.48187,5.216245,5.094689,6.304299,6.0895176,6.0666237,5.164224,4.876518
ACSS2,4.4232235,3.7375145,3.58311495,4.11260295,4.46505855,4.7933451,4.15529135,4.37864265
ACSS3,5.942245,6.491075,6.5314364,5.898393,6.680258,6.783837,7.1023054,7.1388516
ACTA1,8.003074,10.549625,10.469576,8.084218,8.792737,8.817023,12.278767,12.2687025
ACTB,9.72591,10.093277,10.070741,9.731345,10.924031,10.9274025,9.801585,9.759192
ACTG1,12.846838,14.785504,14.780501,12.858724,15.6170745,15.65373975,15.17181725,15.115877
ACTG2,10.487701,12.977444,12.971235,10.451887,13.261337,13.267796,15.068853,15.072712
ACTL6A,10.438765,10.825745,10.8201895,10.461367,11.02988125,11.011943,11.1473245,11.1041135
ACTL6B,4.853586,4.2824607,4.73531,5.025753,4.2535863,4.2680793,3.3922706,3.9533477
ACTL7A,6.450625,6.277736,6.2142467,6.576062,6.217431,6.225282,5.7218595,5.687795
ACTL7B,3.4616544,3.9741623,4.430252,3.676061,3.4497693,3.0807471,3.7948654,3.3287957
ACTL8,7.4066668,7.914514,7.828782,7.474913,7.1937294,7.1724277,7.393091,7.442192
ACTL9,2.3671098,5.033806,5.2821245,2.9018512,5.4500093,5.573643,4.4749455,4.680363
ACTN1,8.088707767,10.00410767,9.970322333,8.120477667,9.992622667,9.9938515,10.784417,10.76568233
ACTN2,5.692792,4.8672395,5.034972,5.7501383,5.2792687,5.497269,6.0498896,5.780661
ACTN3,4.4869547,4.0022016,4.035859,4.5098867,5.0221157,5.13154,4.061866,3.8332517
ACTN4,5.392253,6.716859,6.6278815,5.5655346,9.356974,9.344406,5.4612713,5.4882216
ACTR1A,7.670919,9.114435,9.152442,7.6478558,9.294102,9.260361,9.62235,9.507831
ACTR1B,9.468571,7.73092,7.731605,9.436192,7.270517,7.225329,7.962605,7.92131
ACTR2,5.28449405,5.37879565,5.3954047,4.66421005,6.5268201,6.52141515,5.76697565,5.65563115
ACTR3,9.38141,10.505977,10.580915,9.373888,11.467219,11.450379,11.410825,11.38041
ACTR3B,7.6032635,7.3248795,7.27675865,7.61754265,6.6334575,6.4788735,7.0720125,7.0520015
ACTR5,4.8012185,4.441505,4.600665,4.8341866,5.5585723,5.6645856,4.905648,4.8404922
ACTR8,6.8342085,7.7077136,7.709502,6.7628207,7.637698,7.6381593,7.7009554,7.6373014
ACTRT2,5.743289,5.0050335,5.3166695,5.8404026,4.431449,4.7350006,3.9410067,4.1591663
ACTRT3,4.6181555,5.82052,5.636445,4.514971,7.443546,7.3789062,5.6274967,5.59662
ACVR1,8.829163,9.572409,9.509851,8.866857,10.876913,10.885907,10.955667,10.970232
ACVR1B,4.111407933,3.950453933,3.966106667,4.1629429,4.457810267,4.4253196,3.837846467,3.8976608
ACVR1C,5.441555425,5.039737775,4.863971925,5.56061865,5.086230875,5.0153665,4.91370095,4.939494275
ACVR2A,7.412316,8.022499,7.9803877,7.404201,7.763177,7.784458,8.757959,8.82873
ACVR2B,10.728223,8.889354,8.894783,10.724329,8.696665,8.729267,8.471661,8.420195
ACVRL1,8.50366,7.6428037,7.5453434,8.575186,7.942889,7.916745,7.566652,7.6914525
ACY3,7.9558716,7.839907,7.8567343,7.8729663,7.86102,7.8391843,7.711768,7.7126894
ACYP1,9.262914,10.236145,10.2527035,9.265302,10.008682,10.0241105,9.4985675,9.4759845
ACYP2,5.33723575,4.83564865,4.66048675,5.3808205,4.4469774,4.559234,5.2477487,5.35650465
ADA2,6.741305,6.3638952,6.3086708,6.33521975,6.24271665,6.2327435,7.13314485,6.94922675
ADAD1,6.7719965,7.0237103,7.1019626,6.6430206,6.8653054,6.8323064,6.5000234,6.563676
ADAD2,7.390421,7.21459265,7.2000807,7.2959165,6.8629615,6.8944677,6.96862585,7.066911
ADAL,8.153009,7.832275,7.79857025,8.2112105,8.33307,8.378386,8.536791,8.58887
ADAM10,5.838279,7.449782,7.448272,5.6642528,8.981853,8.993945,7.841737,7.7711453
ADAM11,7.6763177,7.4859614,7.5314794,7.510286,6.738179,6.7184477,6.71445,6.6187096
ADAM12,5.04000185,5.827801,5.70626865,5.14644765,5.1494232,5.24746725,7.02129835,6.9026926
ADAM15,11.52583289,10.90002161,10.9062387,11.53614622,10.1344504,10.11114739,10.09503197,10.08221068
ADAM18,3.6875215,4.4079514,4.5733185,3.3393555,4.0331497,4.5180564,4.1479993,4.3216057
ADAM22,5.897347833,6.6104652,6.5930751,5.930576867,6.6463259,6.613266833,7.5408699,7.5717591
ADAM23,5.501154,7.0416007,7.022181,5.553081,6.7288,6.736271,8.231694,8.116551
ADAM30,8.013414,6.6492014,6.582931,8.044824,6.727043,6.793645,6.576726,6.5964975
ADAM32,4.4827933,5.071857,4.9951925,4.466291,6.408704,6.391287,6.181242,6.171637
ADAM33,4.0709267,3.7720249,3.1191027,4.0655365,4.603797,4.5557737,5.9241242,5.787956
ADAM8,7.648112333,7.8208029,7.5510102,7.774123767,7.300124733,7.2885405,6.919152833,6.949398567
ADAM9,10.190197,10.0431425,10.0525275,10.18153,12.6308895,12.676686,11.1189385,11.1387965
ADAMTS1,4.4309673,4.9255977,4.8923855,4.3737273,7.8449564,7.850493,8.838673,8.866857
ADAMTS12,5.722251,5.492743,5.316368,5.8420563,6.092072,5.9467015,5.2541447,5.290494
ADAMTS13,5.0784529,6.192571,5.9376568,5.17622495,5.18867745,5.5948266,5.717664,5.9267113
ADAMTS14,6.91279315,6.940539,6.8676422,6.96745535,6.0815365,6.1457883,6.72202725,6.7195955
ADAMTS15,3.7907832,3.054489,4.122515,3.849322,3.7515855,3.8200824,2.9900103,3.5148776
ADAMTS16,3.6487124,4.2340417,3.8825169,4.193429,4.7448573,4.846336,6.7675285,6.7022724
ADAMTS17,4.1139932,6.2506018,6.4096132,4.02368805,6.07375585,6.093774,6.02666215,5.90773215
ADAMTS2,3.6097159,5.88655335,5.7477679,3.22720835,6.958776,6.93361165,6.50301315,6.4803117
ADAMTS20,2.3671098,3.4955661,3.3301747,2.4148831,3.6997046,3.7560039,2.702882,3.2524958
ADAMTS3,3.6065571,4.590354,4.410758,3.3246312,5.4236627,5.3491454,5.6553526,5.731205
ADAMTS4,4.760073,5.0701575,5.173865,4.8082523,5.025512,5.2917705,5.686356,5.590561
ADAMTS6,3.5551314,3.0834026,4.3701396,4.039815,4.2169905,3.94654,4.872064,4.7232647
ADAMTS7,4.820677,4.9325323,4.8668337,4.664953,4.8203983,4.780649,4.9842777,5.2765627
ADAMTS8,4.4510903,5.272267,5.307879,4.960516,4.921439,4.8243704,5.3225665,5.1027117
ADAMTS9,4.9282737,8.279324,8.233993,4.737752,9.689384,9.689646,10.0521755,10.049292
ADAMTSL1,4.3800099,5.621410233,5.679467333,4.475191167,4.582177733,4.475707567,6.408275833,6.436681567
ADAMTSL2,8.185174,8.673615,8.793973,8.174681,9.064763,9.071103,10.107805,10.08166
ADAMTSL3,3.6336913,5.6642528,5.6264086,3.787429,4.368408,4.0671854,6.6770926,6.7109933
ADAMTSL4,7.329791333,8.024228667,8.074601433,7.337784333,8.531948567,8.515896567,7.790057733,7.743082567
ADAMTSL5,12.425263,12.071156,12.092489,12.417563,12.1778555,12.1978855,11.937652,11.934616
ADAP2,5.2069187,6.3547797,6.3729415,4.9438095,6.4632115,6.5651145,7.4695,7.451203
ADAR,7.8688935,6.8851183,6.76740385,7.89874485,6.2056427,6.2295179,7.120149,7.0910465
ADARB1,5.8143607,5.680078433,5.7307844,5.741199567,5.872169467,5.919296733,6.517117,6.600405033
ADARB2,8.254635,8.147084,8.090289,8.262958,7.9891515,8.030221,7.8715944,7.8591237
ADAT1,7.0103192,6.8535919,6.9312435,7.0862305,7.467851,7.50170225,7.430264,7.44608935
ADAT2,5.298329,4.7575326,4.770825,5.41169,4.5897655,4.728845,4.8683896,4.891592
ADCK1,2.8553178,4.122795,3.1146476,2.4148831,4.5585628,4.1942573,4.9210258,5.2238784
ADCK5,6.666285,5.8710423,5.876283,6.7972383,5.320441,5.320305,5.668576,5.511962
ADCY1,3.959524,3.8520422,3.9032893,3.6195233,3.505015,3.4919274,3.970747,4.323078
ADCY10,4.4496684,4.4700063,4.16688215,4.96826075,4.0396929,4.19808385,4.06076395,4.199671
ADCY2,2.3671098,3.806005,4.1428933,2.8930814,4.8621955,4.77152,4.346854,4.712956
ADCY3,6.2740674,6.034781,5.825347,6.1168237,5.933902,5.8882413,5.7473273,5.8816204
ADCY6,6.8334525,6.4277497,6.47497885,6.84697665,6.266242,6.2201132,7.5401898,7.60903365
ADCY7,5.9301677,5.2244654,5.2111487,5.729143,5.8409605,5.813383,5.3886056,5.1370873
ADCY8,5.665809,5.936042,5.995237,5.5482407,5.900178,5.88262,5.316368,5.1648297
ADCY9,4.825737,4.9502277,4.9469886,4.832334,6.7101974,6.662652,4.794833,4.8493476
ADCYAP1R1,2.8948348,2.9368312,3.4188435,2.4148831,2.6527429,2.7970755,4.3752174,4.4761114
ADD1,7.048595467,6.476603133,6.536964,6.9834908,7.813077367,7.835346533,6.579819333,6.6286672
ADD2,5.709960233,5.6737711,5.663276233,5.667617,4.918325833,4.8215436,5.818306333,5.830771467
ADD3,13.2596855,11.991424,11.962592,13.265485,11.697981,11.693297,11.571687,11.544954
ADGB,3.9914987,2.9989617,3.5931175,4.238667,2.9471457,2.6024814,3.3967385,4.180997
ADGRA1,10.967397,11.091075,11.081176,10.981616,11.02638,11.030351,11.078394,11.070265
ADGRA2,8.411583,8.412686,8.441832,8.433972,8.324814,8.341996,8.340809,8.306448
ADGRA3,8.9603,8.967236,8.97245,8.952159,8.998896,8.976057,9.667038,9.6961355
ADGRB2,8.607969,8.695048,8.753526,8.662812,7.876821,7.8264017,8.491356,8.562553
ADGRB3,2.3671098,3.7486918,3.5662086,3.163356,4.5640197,4.6061697,3.7309613,4.096467
ADGRD2,6.3001194,5.919998,5.98336,6.132288,5.6181035,5.767969,5.4037223,5.42173
ADGRE1,2.3671098,3.5820224,3.4872367,2.4148831,4.576757,4.719975,4.14975,4.123846
ADGRE2,5.93674842,6.07019598,5.92725418,6.13815026,6.38365324,6.40043986,5.69722936,5.70860634
ADGRE3,7.50579,7.8269997,7.8689175,7.5305705,7.232969,7.204614,7.157542,7.1912794
ADGRE5,7.394949,7.2028847,7.0805497,7.333682,6.8005075,6.6770926,7.110049,7.0949993
ADGRF1,6.44076715,9.570496,9.5612085,6.45257585,8.4425045,8.4310932,7.93203365,7.9418183
ADGRF4,5.3932047,6.937673,6.9857755,5.245401,7.497997,7.442045,6.4160705,6.419042
ADGRG1,5.0913928,3.83186165,3.8828142,5.07537555,6.78002765,6.77288585,3.73527495,3.9245665
ADGRG5,4.9660254,4.4506083,3.6901937,5.099157,4.746842,4.7256007,4.2670817,3.7881656
ADGRG6,6.934495675,7.17916535,7.39938315,6.706175025,7.115505425,7.14588085,7.004523,6.984591075
ADGRG7,4.693073,4.5831404,4.773163,4.5815015,4.8653107,4.8640976,4.8155894,4.957244
ADGRL1,6.9182453,6.5997396,6.610795,6.9639153,7.0288877,7.036105,7.3371534,7.372339
ADGRL2,6.23981,8.1086855,8.14959,6.1695366,10.422904,10.429845,10.97261,11.004104
ADGRL4,8.333499,9.306545,9.402253,8.338749,10.635949,10.64471,12.657668,12.616554
ADGRV1,4.697712,5.7056682,5.8922415,4.96781425,5.62975625,5.6209585,5.4990307,5.5522838
ADH1B,12.119146,8.948166,8.977717,12.111093,10.560694,10.518726,10.468102,10.45792
